student_id,name,present_address,permanent_address,age,gender,club_membership,father_id,mother_id
158,Christina Mercado,"608, Jeffery Isle, Robinsonburgh, South Kelsey, Oklahoma","172, Johnson Grove, Port Michael, Joefurt, Indiana, Wisconsin",28,Male,No,158,158
159,Jennifer Martinez,"3653, Amy Track, Williammouth, Markbury, Indiana","152, Lawrence Divide, Robertborough, Johnsonhaven, South Dakota, Rhode Island",28,Male,Yes,159,159
160,Jessica Bush,"903, Melanie Lane, Breannatown, Grahamland, Louisiana","4974, Gallagher Garden, Lake Robin, Tanyaton, Alaska, Missouri",27,Female,Yes,160,160
161,Chad Bishop,"45116, Coleman Keys, Port Jennifer, West Amyview, Alaska","5107, Montes Club, Port Megan, New Phillip, Vermont, Georgia",20,Female,Yes,161,161
162,Deborah Mcpherson,"411, Alvarez Expressway, Lake Shannonshire, North Wendyville, California","266, Spencer Springs, Port Rogerbury, South Adammouth, Illinois, New Jersey",21,Female,Yes,162,162
163,Brian Bauer,"3478, Stephanie Stravenue, West Kenneth, Crawfordland, Delaware","9621, Kimberly Stravenue, East David, Jasonport, North Dakota, Georgia",29,Male,Yes,163,163
164,Jesse Smith,"07654, Brown Union, Port Joshuaberg, Schultzview, Mississippi","968, Jason Drive, North Brenda, Fordmouth, Oregon, Oklahoma",22,Male,Yes,164,164
165,Robert Sanchez,"9043, Chen Courts, Port Andreamouth, Melendezland, Montana","0954, Vickie Curve, Sellersfurt, Port Wendyfort, Texas, Nevada",24,Female,No,165,165
166,Brandon Parsons,"1677, Alexander Road, South Nathaniel, South Michelle, Washington","0594, Houston Fall, Thomasview, Jamesbury, New Jersey, Louisiana",18,Female,No,166,166
167,Angela Fletcher,"4471, Kelly Brooks, Haleyburgh, East Michaelland, Nevada","8776, Joshua Orchard, Benjaminchester, North Joshua, Illinois, Colorado",28,Male,No,167,167
168,Randy Palmer,"7648, Anthony Parkway, Timothyborough, Scottstad, Vermont","404, Aguilar Pine, North Amanda, Micheleshire, Michigan, Massachusetts",26,Male,No,168,168
169,Jessica Wilkinson,"145, Richard Burg, South Michael, Sheilafort, Nebraska","5707, Conley Villages, Port Brenda, Arianafort, Kansas, Mississippi",24,Male,Yes,169,169
170,Danny Richardson,"3560, Bridges Viaduct, New Stacie, Dianastad, Tennessee","734, Olson Route, New Melissaton, Hammondmouth, Michigan, Mississippi",28,Female,Yes,170,170
171,Judy Hobbs,"566, Amy Falls, Jonesfurt, North Joelberg, New Hampshire","6349, Jennifer Brook, New Carly, Nicholasview, Alaska, Arizona",22,Female,Yes,171,171
172,Dennis Martinez,"6885, Miller Underpass, Michaelfurt, Danielside, Tennessee","52889, Burgess Fork, East Rebecca, Tonymouth, Ohio, Florida",20,Female,No,172,172
173,Patrick Rowe,"07454, Miller Drive, Combsborough, West Dianabury, Tennessee","582, Aguirre Overpass, Nataliemouth, Cameronmouth, Alaska, Oregon",23,Male,No,173,173
174,Sherri Wiggins,"4986, Murray Brooks, North Patriciastad, Meganview, Kansas","3315, Alexis Harbors, Espinozashire, Brucechester, Pennsylvania, Alaska",19,Male,No,174,174
175,Angela Chavez,"2179, Young Knolls, Lake Christina, South Michaelmouth, North Dakota","130, Dawn Island, East Natalie, Whitechester, Louisiana, Idaho",18,Male,Yes,175,175
176,John Richardson,"3894, Lambert Light, Mendozashire, North Allen, Minnesota","4150, Hensley Stream, Wrighthaven, Robertstad, Georgia, Iowa",28,Female,No,176,176
177,Pedro Smith,"22697, Hunter Street, Jamesview, Scotttown, Massachusetts","301, Brent Street, North Sarah, Fitzpatrickmouth, Indiana, Oklahoma",29,Male,Yes,177,177
178,Carla Harrell,"32015, Solis Park, Juanside, Thomasland, New York","9174, Denise Fork, Carlside, Taylorfort, Iowa, Colorado",19,Female,No,178,178
179,Rebecca Arnold,"2689, Rogers Wall, North Jamie, Lake Jenniferfurt, Vermont","66941, Williams Trafficway, New Jeremyburgh, Port Denisefort, Texas, Maryland",28,Male,No,179,179
180,Nicolas Kidd,"801, Rachel Lake, Thomasland, New Bradleyview, Idaho","11031, Dale Mews, East Danielville, Michaelaview, Indiana, Texas",28,Male,No,180,180
181,Gary Castillo,"099, Woods Drive, Lisastad, Skinnershire, Arkansas","40754, William Rapids, Andreabury, West Michelle, New York, Nebraska",18,Male,No,181,181
182,Brad Nguyen,"4308, Jennifer Club, North Howard, Joshuaside, Ohio","3197, Thompson Squares, Ryanmouth, Ronaldborough, Vermont, Colorado",20,Male,No,182,182
183,Ann Neal,"23707, Jones Orchard, Bergerchester, Evansfurt, South Carolina","493, Smith Wall, West Davidberg, Port Christopher, New Mexico, Kansas",29,Female,Yes,183,183
184,Nicolas Hammond,"42633, Haley Way, Jackmouth, West Amberside, North Carolina","2964, Katherine Rest, Colemouth, West Deniseland, Wisconsin, Connecticut",19,Male,No,184,184
185,Laura Salazar,"037, Mark Village, Arthurborough, Stephenston, Oklahoma","943, Shawna Pines, Jasonville, South Teresa, Kentucky, South Carolina",24,Male,Yes,185,185
186,Katie Burton,"993, Johnson Cliff, East Stephen, East Richardmouth, Texas","0897, Maria Mills, Schwartzmouth, New Melissaville, Utah, Alabama",24,Female,Yes,186,186
187,Terri Lawrence,"922, Terry Lights, West Amandatown, Beckview, Alaska","1355, Gordon Isle, New Stephenberg, Thompsonside, Tennessee, Colorado",22,Female,Yes,187,187
188,Katie Campbell,"45574, Bradley Stream, East Daniel, South John, Louisiana","2107, Garcia Rest, West Christina, New Jacob, Louisiana, Oklahoma",18,Male,Yes,188,188
189,Shirley Jensen,"34200, Elizabeth Junctions, Richardberg, Jacquelineburgh, Oregon","758, Vance Fort, Huertashire, Williamsville, New Mexico, Michigan",20,Female,No,189,189
190,Jennifer Hall,"12899, Taylor Causeway, Andrewschester, Port Jeremy, Alabama","2523, Emily Knoll, Michaelton, Millerton, New York, Montana",26,Female,Yes,190,190
191,David Morgan,"0749, Wendy Lock, Port Danielmouth, Smithberg, Minnesota","0685, John Plaza, Port Monica, Port Lauramouth, Missouri, West Virginia",27,Female,No,191,191
192,Rachel Ramsey,"04298, Johnson Haven, Lewisville, North Michaelside, Arkansas","20200, Anna Hills, Hobbsville, New Phillipborough, West Virginia, Minnesota",29,Female,Yes,192,192
193,Kyle Wood,"2202, Mary Pike, East Brandonmouth, Kingport, Indiana","4370, Steve Mission, East Karen, North Michaelview, Missouri, North Carolina",27,Male,Yes,193,193
194,Daniel Bryant,"764, Chen Inlet, North Coreyton, Richardsonmouth, Ohio","011, Fernando Mountains, East Nathantown, Garciafurt, Montana, Nebraska",25,Female,No,194,194
195,James Clarke,"3973, Jason Meadow, South David, North Scottton, Massachusetts","204, Jose Gateway, Kevinberg, Joycechester, Virginia, Idaho",19,Female,No,195,195
196,Heather Herring,"84546, Kimberly River, Jamietown, New Vanessa, New Jersey","05732, Hernandez Street, Toddshire, Gainesfurt, Hawaii, Nebraska",26,Female,Yes,196,196
197,Donald Lowe,"1585, Caldwell Stream, Timothytown, Cherylshire, Minnesota","8199, Miller Ports, North Cherylfort, West Sarahchester, Alabama, New Hampshire",29,Female,Yes,197,197
198,Amy Arroyo,"2447, Rice Garden, New Catherinefurt, West Maryshire, New York","55100, Thomas Mills, Lake Heather, Walkerview, Michigan, Missouri",27,Male,No,198,198
199,Megan Knapp,"23987, Brad Landing, South Melanie, Port Linda, Washington","09997, Reginald Tunnel, West Jason, Samuelland, Georgia, Alabama",22,Male,No,199,199
200,Linda Cline,"155, Ramirez Branch, New Joseph, Barrerafurt, Washington","4004, Nixon Port, Wilsonborough, East Michael, Oregon, Washington",20,Male,No,200,200
201,Rachel Hartman,"707, Karla Route, Hernandezmouth, South Biancamouth, Minnesota","118, Leslie Road, Williamport, Brentberg, Indiana, South Carolina",24,Male,Yes,201,201
202,Eric Williamson,"7303, Jennifer Highway, Mariamouth, Mcmahonport, Florida","710, Scott Fork, Lake Jonathan, Castilloshire, Hawaii, Michigan",26,Male,Yes,202,202
203,Pamela Johnson,"766, Santiago Ranch, Davidburgh, Donnamouth, Arkansas","624, Michael Plain, Walkerstad, New Leonardchester, Tennessee, Rhode Island",24,Female,No,203,203
204,Jasmine Clark,"553, Donna Route, New David, East Xavier, Massachusetts","229, Julie Mission, Mathewside, New Debbie, California, North Carolina",24,Male,No,204,204
205,Casey Flynn,"89628, Beasley Burg, Stephanieview, Bryanbury, Wisconsin","30189, Kristina River, North Steven, Lake Anna, Kansas, Pennsylvania",26,Female,Yes,205,205
206,Victoria Clark,"2037, Johnson Ranch, North Johnnystad, Smithshire, Oregon","022, Ryan Overpass, Wumouth, Lake Colleen, Utah, New Hampshire",18,Female,Yes,206,206
207,Sonya Barnes,"94542, Alexander Wall, Clementshaven, Ryanhaven, Alaska","7507, Samuel Circle, Gravesberg, Walterstad, Maryland, Hawaii",18,Male,Yes,207,207
208,Ronnie Scott,"27702, Hebert Orchard, Lake Cynthia, North Chasetown, Vermont","5598, Brown Loaf, Macdonaldberg, Normachester, Maine, Wisconsin",22,Female,No,208,208
209,Lisa Jones,"185, Brooks Club, Johnsonside, New Jason, Missouri","3921, Jennifer Unions, South Ronald, Pearsonside, Nevada, Iowa",24,Female,No,209,209
210,Christopher Hill,"20225, Thomas Mount, Port Pamela, Williamview, Pennsylvania","4883, Amy Lock, Port Troyberg, Randyshire, Connecticut, Louisiana",28,Female,Yes,210,210
211,Robert Edwards,"69632, Frank Springs, Olsenside, Port Nicole, California","2078, Lynn Extensions, Port Mariaberg, East Annettefurt, Missouri, Illinois",22,Female,Yes,211,211
212,Christopher Patterson,"297, Rebecca Unions, East Michellechester, Noahport, New Jersey","90211, Salinas Underpass, Port Joan, Jameschester, Maryland, North Carolina",30,Female,Yes,212,212
213,Mary Rodriguez,"093, Ingram Drive, Kelseybury, Marcustown, Maryland","695, Lawson Trail, Townsendberg, Holtburgh, North Carolina, North Dakota",21,Male,Yes,213,213
214,Christina Ramirez,"9884, Ricardo Green, South Jennaland, New Michael, Minnesota","566, Angela Island, Hollowayfurt, Lake Virginia, Virginia, Oklahoma",21,Female,Yes,214,214
215,Julian Becker,"0127, Steven Bypass, Coffeychester, Tiffanychester, Montana","125, Marshall Dam, Jennifershire, Lake Kathryn, Vermont, New York",27,Male,No,215,215
216,Makayla Chang,"1370, Angela Views, West Harryborough, Cookberg, Connecticut","5817, Brooks Knolls, South Erikatown, Johnville, North Dakota, Delaware",30,Female,No,216,216
217,Gina Tran,"18712, John Shore, North Damon, North Wendy, Rhode Island","1809, Russell Pike, Austinstad, Lucasmouth, Delaware, West Virginia",22,Female,No,217,217
218,Angel Joseph,"800, Hines Lodge, West Thomasville, Evansbury, New Mexico","80934, Samuel Island, Port Mary, East Stephanieton, Alabama, Pennsylvania",20,Female,Yes,218,218
219,Shane Jones,"201, Garcia Views, Port Amyton, Mcphersonshire, Oregon","925, Eric Dam, Matthewstad, Robbinshaven, Montana, South Dakota",27,Male,Yes,219,219
220,Douglas Harper,"0190, Hinton Shoal, Sanchezbury, New Marcus, Washington","180, Foster Landing, Matthewstad, East Sean, Utah, Nebraska",20,Female,Yes,220,220
221,Matthew Williams,"67637, Valerie Camp, Alexmouth, New Kevinview, Tennessee","003, Jennifer Knolls, Torresport, Williamfort, South Dakota, Washington",29,Female,Yes,221,221
222,Richard Smith,"48351, Jack Divide, Robertston, Lake Aaronport, Nevada","53264, Tammy Way, West Melissa, Krauseside, Michigan, Illinois",20,Male,Yes,222,222
223,Robert Green,"67643, David Plaza, Schroederchester, Davischester, Hawaii","6270, Tyler Oval, Shortmouth, Port Wendyview, Tennessee, Delaware",18,Female,Yes,223,223
224,Shannon Donovan,"6461, Steven Gateway, Gainesfurt, Stevenview, Texas","43270, David Flats, Sarahburgh, Shaneland, Kansas, Kentucky",27,Female,No,224,224
225,Samuel Gibbs,"13027, Luis Meadow, Jonesview, Port Elizabethville, Kansas","35864, Reynolds Spurs, Brittanybury, Port Coryfurt, Alaska, North Carolina",30,Female,Yes,225,225
226,Jeffrey Stein,"79337, Hughes Drive, Lake Jennifer, Lake Jo, Alaska","667, Kimberly Trail, Lake Jeff, West Thomas, Pennsylvania, Delaware",29,Female,No,226,226
227,Mikayla Sanchez,"435, Amy Heights, Peterfort, Davidland, Mississippi","3368, Jones Path, Jacobton, Karenville, Missouri, South Carolina",22,Male,No,227,227
228,Jordan Leon,"64958, John Fort, West Jamieton, Smithtown, West Virginia","0793, Lopez Row, New Cody, Hodgeston, New Mexico, Washington",18,Male,Yes,228,228
229,Sarah Roberts,"71400, Ashley Forks, North Jeffreyview, Barryborough, Connecticut","281, Taylor Station, Lake Timothyberg, East Manuel, Wisconsin, Kansas",20,Female,Yes,229,229
230,James Branch,"737, Courtney Alley, Wheelerchester, Kevinberg, Michigan","165, Jason Lights, West Howard, Johnbury, Rhode Island, Florida",24,Female,Yes,230,230
231,Alejandro Weber,"65182, Justin Village, Lake Toniside, Lynnfort, West Virginia","9110, Green Ville, New Shane, Rebeccamouth, Rhode Island, Colorado",23,Male,No,231,231
232,Raymond Green,"785, Toni Corner, Castillomouth, New Joanne, Mississippi","99659, Barry Greens, Morrisberg, Michaelhaven, South Carolina, Idaho",28,Female,No,232,232
233,Becky Gutierrez,"469, Sarah Mountain, West Timothyhaven, Carrieborough, Michigan","39273, Diaz Views, Erinville, Rosefurt, New York, Vermont",29,Female,Yes,233,233
234,Jeff Castillo,"91950, Lindsey Keys, Carriebury, Randalltown, Indiana","16342, Christopher Flats, Kellyborough, Whiteville, Louisiana, Utah",30,Male,Yes,234,234
235,Maureen King,"5284, David Pass, Stephensonburgh, Scottchester, Oregon","532, James Isle, North Todd, East Nathanielchester, Georgia, New York",23,Male,Yes,235,235
236,Anthony Marshall,"23518, Heidi Locks, Gibsonhaven, Port Richard, West Virginia","589, Thompson Gateway, East Vanessa, Port Amanda, Texas, Maine",29,Female,Yes,236,236
237,Nina Bridges,"36987, Thompson Forges, Butlermouth, Mcintoshside, Ohio","11071, Davis Dale, Taylorport, North Brandonview, Nebraska, Maryland",20,Male,Yes,237,237
238,Timothy Moore,"80841, Clark Village, Huangburgh, Port Emily, Louisiana","361, Lisa Plaza, Ericaside, Jameston, Hawaii, Vermont",25,Female,Yes,238,238
239,Julie Martinez,"64145, Moore Shores, Lake Paulside, Hallmouth, Nebraska","436, Reynolds Gateway, Lake Ashleyfurt, East Susan, Utah, Alaska",21,Female,No,239,239
240,Natalie Yang,"119, Matthew Junctions, East Richardbury, Port Kimberlychester, Connecticut","4104, Moses Manors, Kaylamouth, Jenniferburgh, Virginia, Hawaii",29,Female,Yes,240,240
241,Michael Wolf,"0771, Flores Knolls, New Donnaport, Dylanland, South Dakota","63941, Amanda Fords, Potterbury, Oconnellbury, Louisiana, Indiana",20,Male,Yes,241,241
242,Marc Hunt,"79028, Newton River, West Benjaminmouth, Port Davidport, Ohio","732, Holder Shore, Kimberlytown, Port Sean, Oklahoma, California",25,Female,Yes,242,242
243,Casey Mccormick,"22783, Melissa Meadow, Lake Charlesmouth, Sarashire, Alaska","465, Diana Forest, Englishchester, South William, New Mexico, Ohio",30,Female,No,243,243
244,Benjamin Thompson,"698, Johnson Loaf, Shanemouth, Port Christopher, New Jersey","022, Morrison Views, Flynnmouth, West Jamesside, Oklahoma, Hawaii",26,Female,No,244,244
245,Samuel Davis,"10672, Jessica Row, Port Susanfurt, North James, Alabama","88658, Cory Spurs, Nicolebury, Ryanview, Arkansas, Illinois",27,Female,Yes,245,245
246,Leon Gray,"633, Brianna Locks, Gonzalezville, Martinside, Wyoming","728, Brenda Estate, Monroeton, West Michaelmouth, Indiana, Arkansas",30,Female,Yes,246,246
247,Brandon Phillips,"8731, Neal Court, West Jeffreyville, West Blakestad, Florida","03919, Hernandez Fall, East Timothy, North Tonya, Oregon, Delaware",23,Female,No,247,247
248,Gabrielle Gardner,"611, Tapia Fields, New Johnland, Joshuaberg, Pennsylvania","858, Howell Ways, West Brett, Joshuahaven, New York, Virginia",21,Female,No,248,248
249,Heather Moreno,"360, Carmen Rapids, Lake Charlesmouth, North Russell, New York","377, Teresa Wall, South Sarah, West Mary, Delaware, Arkansas",20,Female,No,249,249
250,Carl Jackson,"333, Ellis Village, East Jeffreystad, Ianburgh, Oregon","0680, White Prairie, New Benjamin, West Aaron, Pennsylvania, Minnesota",22,Female,Yes,250,250
251,David Hess,"125, Morgan Cape, Chadmouth, West Travisborough, Kansas","9760, Grimes Brook, North Caseytown, Rodriguezborough, Virginia, Maryland",25,Male,Yes,251,251
252,Christopher Harris,"8186, Becker Unions, New Nathanielside, Amandafurt, Connecticut","206, Leonard Knolls, Wagnerborough, Hansonview, Kansas, South Dakota",30,Female,No,252,252
253,Gregory Jenkins,"5194, Kelsey Stream, Lake Stevenshire, Robertberg, Pennsylvania","256, Rebecca Mill, South Lynn, New Elizabethborough, Missouri, Louisiana",25,Female,No,253,253
254,David Taylor,"3432, Matthew Centers, Sharonfurt, Karenchester, Pennsylvania","673, Lonnie Plaza, Susanberg, West Destiny, Indiana, North Carolina",24,Male,Yes,254,254
255,Ashley Graham,"53476, Rojas Brook, Matthewchester, Port Andrewtown, Alabama","325, Carroll Fort, North Stacy, New Regina, North Dakota, Wyoming",18,Female,Yes,255,255
256,Jackie Reynolds,"19778, Jeanette Spring, West Christopherview, North Nicole, Alabama","621, Anthony Wall, Robertview, Ballmouth, Delaware, Wisconsin",22,Female,No,256,256
257,James Adams,"822, Jose View, Andersontown, Dustinmouth, Vermont","582, Rubio Point, New Dorothymouth, Morganside, Texas, Georgia",18,Female,No,257,257
258,Diana Hernandez,"61459, Adams Bridge, Sarahstad, Lauramouth, Alaska","498, Morales Drive, Lake Tiffany, Gutierreztown, Hawaii, Tennessee",23,Female,Yes,258,258
259,Christine Velasquez,"52161, Gregory Junction, New Jennifer, South Johnside, North Dakota","1362, Franklin Row, West Patriciamouth, Matthewfurt, Texas, Ohio",18,Male,No,259,259
260,Jody Murillo,"481, Brown Forest, Sheltonville, Scottland, Florida","4127, Mcdonald Loaf, West Nicole, Jimmymouth, Wyoming, Kentucky",21,Male,Yes,260,260
261,Melissa Holloway,"388, Wagner Course, Johnsonborough, East Allenside, Idaho","5328, Hill Isle, Brownburgh, North Derekburgh, Arkansas, Iowa",18,Female,Yes,261,261
262,Monica Zhang,"61853, Clayton Pines, East Lisabury, New Sandramouth, Wisconsin","05235, Hayes Drive, Lake Ronnieborough, West Brady, New Jersey, Kentucky",18,Female,Yes,262,262
263,Alexis Hicks,"93631, Ryan Alley, New Johntown, West Antoniomouth, Michigan","3994, Victor Bridge, New David, East Edwardberg, Idaho, Rhode Island",20,Male,Yes,263,263
264,Cody Solis,"7697, Brad Terrace, South Haleyhaven, Kingview, Hawaii","8713, Brooks Brook, Ashleystad, South Phillip, Illinois, Indiana",25,Female,No,264,264
265,Larry Osborne,"051, Thomas Summit, Brentside, Nguyenstad, New Hampshire","94017, Mark Lodge, Jonesland, West Joshua, Montana, Texas",25,Female,No,265,265
266,Jacob Elliott,"8246, Hampton Meadows, Kendraview, Jeanport, Colorado","251, Tony Haven, Lake Tyler, Humphreyshire, Kentucky, Massachusetts",30,Female,No,266,266
